Question,Options,Correct Answer,Model Answer,Is Correct,Reasoning
患儿，3岁，眼睑及双下肢明显浮肿，少尿1周。查体：精神状态尚好，眼睑浮肿，双下肢呈凹陷性水肿，血压90/60mmHg，心肺正常。尿常规：蛋白质（+++），红细胞0～3个/HP。血浆总蛋白45g/L，清蛋白22g/L。抗“O”正常，C3补体正常，胆固醇11.2mmol/L。3．该患儿治疗应选（　　）。,"{'A': '泼尼松短程疗法', 'B': '甲泼尼龙冲击疗法', 'C': '泼尼松长程疗法', 'D': '泼尼松中程疗法'}",A,D,False,"我们有一个3岁儿童，出现眼睑和双下肢明显浮肿，少尿1周。查体：精神状态好，眼睑浮肿，双下肢凹陷性水肿，血压90/60mmHg，心肺正常。尿常规：蛋白（+++），红细胞0-3/HP。血浆总蛋白45g/L，清蛋白22g/L。抗“O”正常，C3补体正常，胆固醇11.2mmol/L。

这是典型的肾病综合征表现：大量蛋白尿（+++），低蛋白血症（总蛋白45，清蛋白22），高脂血症（胆固醇11.2），水肿。同时没有明显血尿（红细胞0-3），血压正常，抗“O”和C3正常，提示为单纯性肾病。患儿3岁，学龄前儿童，单纯性肾病综合征。

题目问：该患儿治疗应选？
选项：
A. 泼尼松短程疗法
B. 甲泼尼龙冲击疗法
C. 泼尼松长程疗法
D. 泼尼松中程疗法

根据儿科肾病综合征的治疗指南，初治单纯性肾病通常采用泼尼松中、长程疗法。国内常用中程疗法（6个月）和长程疗法（9个月）。短程疗法（8周）因为复发率高，已不推荐。甲泼尼龙冲击疗法用于难治性肾病或频繁复发的病例，而不是初治。

对于初治的单纯性肾病综合征，首选泼尼松中长程疗法。具体是中程还是长程呢？根据《诸福棠实用儿科学》或国内指南，初治病例通常采用中程疗法（6个月）或长程疗法（9个月），取决于初始反应和复发情况，但初始治疗通常是足量泼尼松2mg/kg/d分次服用，尿蛋白转阴后巩固2周，然后改为隔日晨顿服，逐渐减量，总疗程6-9个月（中程疗法6个月，长程疗法9个月）。很多标准答案里，单纯性肾病初治首选泼尼松中程疗法。有些教材说中长程疗法。选项里C和D分别是长程和中程。通常初治选择中程疗法。我需要确认。

常见考题：单纯性肾病初治首选泼尼松中程疗法（或长程疗法，根据教材版本不同）。但通常区分：短程疗法已淘汰，甲泼尼龙冲击用于难治性。泼尼松中程疗法是中国方案的标准之一。很多题目答案选“泼尼松中程疗法”。例如：初治肾病综合征首选泼尼松中程疗法（总疗程6个月）或长程疗法（9个月）。但有些指南推荐中程疗法（6个月）作为初治方案。我们看看这道题，可能更倾向于D泼尼松中程疗法。在儿科试题中，“单纯性肾病首选泼尼松中长程疗法”，如果选项分开，常选中程。因为短程淘汰，长程用于复发或中程后。但有些教材定义：中程疗法6个月，长程疗法9个月。对于初治，一般选中程。我来查记忆：在国内，肾病综合征初治推荐泼尼松中、长程疗法。有的教科书直接写“中程疗法”。这道题选项同时有长程和中程，一般来说，单纯性肾病初治选中程疗法。甲泼尼龙冲击用于难治性肾病或急进性肾炎等。所以答案应该是泼尼松中程疗法，即D。或者有些人认为选C？我们分析一下。国内儿科肾病综合征治疗：初始治疗用泼尼松，疗程6个月为中程，9个月为长程。根据2009年中华医学会儿科学分会肾脏病学组指南，初发NS的治疗：泼尼松中长程疗法，疗程6-9个月。其中建议先足量4周，然后巩固2周，改隔日4周，然后逐渐减量，总疗程6-9个月。如果区分中程和长程，很多选择题答案写“中长程疗法”，但具体到中程还是长程，可能因医院而异。但在某些经典试题中，答案是“泼尼松中程疗法”。例如，我记得有题目：“小儿肾病综合征，首选的治疗是？泼尼松中、长程疗法。”如果有长程和中程两个选项，一般选中程。但看一下：题目是“3．该患儿治疗应选”，可能这是第3问，前面可能有其他问题，但这里只给了这一问。我们只能根据这个信息推断。考虑到患儿3岁，初次发病，单纯性肾病，应该用泼尼松中程疗法。甲泼尼龙冲击疗法主要用于对激素耐药或频复发等。短程疗法已不用。所以我选D泼尼松中程疗法。

为了确保准确，再推演：肾病综合征初治标准方案是泼尼松中长程疗法。选项中没有“中长程”这个说法，只有短程、冲击、长程、中程。那么国内最常用的初治方案是中程疗法（6个月），也有长程疗法（9个月）。但是很多教材（比如人卫版《儿科学》）写道：初治病例首选泼尼松中程疗法；如中程疗法后复发，可考虑长程疗法。因此，该题答案可能是D。我查一下相关记忆：在儿科肾病综合征治疗中，泼尼松中程疗法是6个月，长程疗法是9个月。初治推荐中程疗法。所以选D。"
2．禽类B细胞分化成熟的场所（　　）。,"{'A': '骨髓', 'B': '脾脏', 'C': '法氏囊', 'D': '淋巴结'}",C,C,True,我们被问到：“禽类B细胞分化成熟的场所（ ）。” 选项：A. 骨髓 B. 脾脏 C. 法氏囊 D. 淋巴结。 这道题是免疫学中关于禽类（鸟类）B细胞成熟场所的知识。在哺乳动物中，B细胞在骨髓中分化成熟，但在禽类中，B细胞在法氏囊（bursa of Fabricius）中分化成熟。法氏囊是鸟类特有的淋巴器官。所以正确答案是C。
消化性溃疡患者发生夜间痛和背部放射痛最突出的是（　　）。,"{'A': '胃大弯溃疡', 'B': '幽门管溃疡', 'C': '十二指肠球后溃疡', 'D': '食管溃疡'}",C,C,True,"我们被问到：“消化性溃疡患者发生夜间痛和背部放射痛最突出的是（　　）。” 选项：A. 胃大弯溃疡；B. 幽门管溃疡；C. 十二指肠球后溃疡；D. 食管溃疡。

我们需要选出最合适的。消化性溃疡中，夜间痛是十二指肠溃疡的典型特征，而背部放射痛提示溃疡穿透到后壁，可能累及胰腺或其他后腹膜结构。十二指肠球后溃疡（postbulbar ulcer）是指发生在十二指肠球部之后的溃疡，通常位于降部，容易穿透到胰腺，引起剧烈疼痛，夜间痛和背部放射痛较突出。相比之下，胃大弯溃疡通常是慢性溃疡，恶性可能性大，不一定有夜间痛和背部放射痛；幽门管溃疡常导致幽门梗阻症状；食管溃疡通常与胃食管反流病相关，有吞咽痛等。所以十二指肠球后溃疡最符合。答案选C。"
侵蚀性葡萄胎与绒毛膜癌的主要不同为（　　）。,"{'A': '浸润肌层', 'B': '细胞明显增生和具异型性', 'C': '转移阴道结节', 'D': '有绒毛结构'}",D,D,True,"我们被问到：“医学问题：侵蚀性葡萄胎与绒毛膜癌的主要不同为（　　）。选项：A. 浸润肌层 B. 细胞明显增生和具异型性 C. 转移阴道结节 D. 有绒毛结构”

我们需要选择最合适的答案。侵蚀性葡萄胎（invasive mole）和绒毛膜癌（choriocarcinoma）都是妊娠滋养细胞疾病。侵蚀性葡萄胎的特征是水泡状胎块侵入子宫肌层，但仍有绒毛结构。绒毛膜癌则没有绒毛结构，由异常增生的细胞滋养细胞和合体滋养细胞组成，坏死和出血明显。两者的主要区别在于有无绒毛结构。所以答案是D。

根据病理学知识：侵蚀性葡萄胎与绒毛膜癌的主要区别是侵蚀性葡萄胎有绒毛结构，而绒毛膜癌无绒毛结构。其他选项如浸润肌层、细胞异型性、转移阴道结节两者均可出现。因此选D。"
以下哪项是膝腱反射的中枢？（　　）,"{'A': 'L1～3', 'B': 'T12～L2', 'C': 'L2～4', 'D': 'L5～S2'}",C,C,True,"我们被问到：“以下哪项是膝腱反射的中枢？”选项是A. L1～3, B. T12～L2, C. L2～4, D. L5～S2。需要选择正确的选项。

膝腱反射，即膝跳反射，是临床常用的深腱反射。它的反射弧中枢在脊髓的腰段，具体是股神经支配，其脊髓节段为L2～L4（主要是L3～L4）。经典知识：膝反射中枢在L2-4。正确答案是C。"
二尖瓣狭窄导致的变化哪项错误？（　　）,"{'A': '左心室肥大扩张', 'B': '左心房肥大扩张', 'C': '右心房肥大扩张', 'D': '肺淤血水肿'}",A,A,True,"我们被问到：""二尖瓣狭窄导致的变化哪项错误？"" 选项：A. 左心室肥大扩张 B. 左心房肥大扩张 C. 右心房肥大扩张 D. 肺淤血水肿。需要找出错误的选项。
二尖瓣狭窄（mitral stenosis）时，左心房血液流入左心室受阻，因此左心房压力增高，导致左心房肥大扩张。长期左心房压力增高会导致肺静脉压力增高，肺淤血水肿。随着病情进展，肺动脉压力增高，右心室后负荷增加，右心室肥大扩张，进而右心房也可能肥大扩张（右心衰竭时）。而左心室在单纯二尖瓣狭窄时，由于充盈减少，左心室不会肥大扩张，反而可能缩小或正常。因此左心室肥大扩张是错误的。所以错误的选项是A。"
5．孕36周出生，体重3200g被称为（　　）。,"{'A': '低出生体重儿', 'B': '极低出生体重儿', 'C': '早产儿', 'D': '巨大儿'}",C,C,True,"我们被问到：“孕36周出生，体重3200g被称为（　　）。” 选项：A. 低出生体重儿 B. 极低出生体重儿 C. 早产儿 D. 巨大儿。

需要分析。妊娠36周出生，这是早产（早产定义为妊娠不满37周，即<37周）。体重3200g。低出生体重儿定义为出生体重<2500g。极低出生体重儿为<1500g。巨大儿通常定义为出生体重≥4000g。所以3200g不属于低出生体重儿，也不属于巨大儿。但因为孕36周出生，属于早产儿。所以正确答案是C. 早产儿。注意：有时候根据体重和胎龄的关系，3200g对于36周来说可能是适于胎龄儿，但这道题问的是“被称为”，根据孕周是早产儿。因此选C。"
男，55岁。突发持续胸痛4小时。查体：BP 110／50mmHg，心率30次/分，律齐，心电图示急性下壁、右室心肌梗死，三度房室传导阻滞。为提高心室率应立即采取的治疗措施是（　　）。,"{'A': '静脉滴注异丙肾上腺素', 'B': '静脉滴注多巴酚丁胺', 'C': '静脉注射肾上腺素', 'D': '植入临时性心脏起复器'}",D,D,True,"我们被要求给出一个医学问题的答案。问题是：男，55岁。突发持续胸痛4小时。查体：BP 110/50mmHg，心率30次/分，律齐，心电图示急性下壁、右室心肌梗死，三度房室传导阻滞。为提高心室率应立即采取的治疗措施是（　　）。

选项：A. 静脉滴注异丙肾上腺素；B. 静脉滴注多巴酚丁胺；C. 静脉注射肾上腺素；D. 植入临时性心脏起复器（应该是起搏器？写成了“起复器”，应该是临时性心脏起搏器）。题目要求提高心室率。患者急性下壁和右室心肌梗死，合并三度房室传导阻滞，心率30次/分，血压偏低（收缩压110，但舒张压50，脉压大，可能提示每搏输出量？实际上110/50不算休克，但下壁右室心梗易出现低血压和传导阻滞）。对于急性心肌梗死合并三度房室传导阻滞，特别是下壁心梗，通常是由于迷走神经张力增高或房室结缺血，多为可逆。如果心率慢，血流动力学不稳定，应立即放置临时起搏器。异丙肾上腺素可能增加心肌耗氧，诱发室性心律失常，在急性心梗中相对禁忌或至少不首选，除非没有起搏条件。多巴酚丁胺是正性肌力药，用于心衰。肾上腺素用于心脏骤停。所以提高心室率应立即采取临时起搏。根据急性心肌梗死治疗的指南，对于症状性心动过缓或高度房室传导阻滞，首选临时起搏。病人血压偏低，心率30，有症状可能，应立即植入临时起搏器。所以选D。"
临床上最常见的腹外疝是（　　）。,"{'A': '腹股沟斜疝', 'B': '脐疝', 'C': '腹股沟直疝', 'D': '直疝'}",A,A,True,"我们被问到：“临床上最常见的腹外疝是（　　）。” 选项：A. 腹股沟斜疝 B. 脐疝 C. 腹股沟直疝 D. 直疝。

我们需要选择最常见的腹外疝。在医学上，腹外疝包括腹股沟疝、股疝、脐疝、切口疝等。其中，腹股沟疝最常见，而腹股沟疝又分为斜疝和直疝，斜疝是最常见的类型。通常，腹股沟斜疝占腹股沟疝的大多数，也是所有腹外疝中最常见的。所以答案应为A. 腹股沟斜疝。注意选项C和D：直疝通常就是指腹股沟直疝，但不如斜疝常见。所以选A。

最终答案：A"
首选链霉素的疾病是（　　）。,"{'A': '鼠疫', 'B': '浸润性肺结核', 'C': '草绿色链球菌性心内膜炎', 'D': '布氏杆菌病'}",A,A,True,"我们被问到：“首选链霉素的疾病是（　　）。” 选项：A. 鼠疫 B. 浸润性肺结核 C. 草绿色链球菌性心内膜炎 D. 布氏杆菌病。需要选择最合适的答案。

链霉素是一种氨基糖苷类抗生素。历史上，链霉素是首个有效的抗结核药物，但如今由于耐药性和毒性，已不是一线治疗。临床上，链霉素目前主要与其他药物联合用于治疗某些特定感染，如鼠疫（耶尔森菌）、兔热病、布氏杆菌病等。但需要找出“首选”链霉素的疾病。

根据药理学知识：链霉素主要用于鼠疫和兔热病的首选治疗。对于鼠疫，链霉素是传统首选药物，但也可用庆大霉素等替代。对于布氏杆菌病，通常联合多西环素和利福平或链霉素（或其他氨基糖苷类）。但“首选”链霉素的经典答案是鼠疫。浸润性肺结核：链霉素曾是抗结核一线药物，但现在因耐药性及毒性，已很少作为首选，仅在耐药结核或有需要时使用。草绿色链球菌性心内膜炎：通常首选青霉素G联合庆大霉素（或头孢曲松等），链霉素也曾用过，但现在更常用庆大霉素，且链霉素不是首选。布氏杆菌病：治疗常用多西环素+利福平，或加用链霉素/庆大霉素，链霉素不是唯一首选。而鼠疫：链霉素是传统上首选药物。许多医学教材中，鼠疫首选链霉素。比如《药理学》教科书指出：“链霉素是治疗鼠疫和兔热病的首选药物。” 因此答案应为A。"
医学伦理学的有利原则不包括（　　）。,"{'A': '努力使患者受益', 'B': '关于患者的客观利益和主观利益', 'C': '努力预防或减少难以避免的伤害', 'D': '把患者的利益看得高于一切'}",D,D,True,"我们被问到：“医学伦理学的有利原则不包括（　　）。” 选项：
A. 努力使患者受益
B. 关于患者的客观利益和主观利益
C. 努力预防或减少难以避免的伤害
D. 把患者的利益看得高于一切

需要找出哪一个不是有利原则的内容。医学伦理学基本原则包括：尊重（自主）、有利（行善）、不伤害、公正。有利原则（Beneficence）是要求医务人员的行动不仅避免伤害（不伤害原则），而且要促进患者的健康、福祉，努力使患者受益。有利原则包括：1. 努力使患者受益；2. 预防或减少伤害；3. 权衡利弊，使益处大于伤害。所以A和C是典型内容。关于患者的利益，有利原则要求考虑患者的客观利益（医学上的最佳利益）和主观利益（患者的价值观、愿望等），即结合患者自主性。所以B也可能是对的。D选项“把患者的利益看得高于一切”是一种绝对化的表述。在医学伦理学中，有利原则是有条件的，要结合不伤害、尊重自主、公正等原则，并不是把患者利益看得高于一切，比如在公共卫生资源分配时，不能只考虑单个患者的利益高于一切，还要考虑公正、社会利益等。所以“不包括”的可能是D。查阅常见医学伦理学考题：有利原则的具体要求通常包括：树立全面的利益观，真诚关心病人的以生命和健康为核心的客观利益（止痛、康复、治愈等）和主观利益（正当的心理需求和社会需求等）；提供最优化服务，努力使病人受益，即解除由疾病引起的疼痛和不幸，照料和治愈有病的人，照料那些不能治愈的人，避免过早死亡，追求安详死亡，预防疾病和损伤、促进健康；努力预防或减少难以避免的伤害；对利害得失全面权衡，选择受益最大、伤害最小的医学决策；坚持公益原则，将有利于病人同有利于社会健康公益有机统一起来。所以不包括“把患者的利益看得高于一切”，因为这违背了公正原则和公益原则。因此D不是有利原则的内涵。所以答案是D。"
法洛四联症缺氧发作的处理，不用（　　）。,"{'A': '吗啡', 'B': '地高辛', 'C': '普萘洛尔', 'D': '膝胸卧位'}",B,B,True,"我们被问到：""法洛四联症缺氧发作的处理，不用（ ）。"" 选项：A. 吗啡 B. 地高辛 C. 普萘洛尔 D. 膝胸卧位。

我们需要找出在法洛四联症缺氧发作的处理中，哪一种是不用的。缺氧发作（缺氧发作，也称为发绀发作或 ""tet spells""）是法洛四联症（TOF）的一种紧急情况。标准处理包括：
- 膝胸卧位：增加体循环阻力，减少右向左分流，从而增加肺血流，提高血氧。这是立即处理。
- 吗啡：镇静，抑制呼吸中枢？实际上吗啡用于缺氧发作，因为它可以镇静患儿，减少呼吸驱动和减轻右室流出道痉挛？吗啡是常用药物。
- 普萘洛尔（心得安）：β受体阻滞剂，可以减轻右室流出道肌肉痉挛，减慢心率，改善肺血流。用于预防和治疗缺氧发作。
- 地高辛：正性肌力药物，可能加重右室流出道梗阻？在TOF缺氧发作时，地高辛通常禁忌，因为它可以增加心肌收缩力，可能加重漏斗部痉挛，从而增加右向左分流。所以缺氧发作的处理通常不用地高辛。

标准答案：法洛四联症缺氧发作的处理，不用地高辛。地高辛可能会加重右室流出道梗阻。因此选B。

确认一下：缺氧发作的紧急处理：膝胸卧位、吸氧、吗啡、普萘洛尔、去氧肾上腺素等增加体循环阻力的药物，碳酸氢钠纠正酸中毒等。地高辛不用。因此正确答案是B。"
合并糖尿病肾病的高血压患者治疗应首选（　　）。,"{'A': '血管紧张素转换酶抑制剂', 'B': 'α受体阻滞剂', 'C': 'β受体阻滞剂', 'D': '利尿剂'}",A,A,True,"我们被问到：""合并糖尿病肾病的高血压患者治疗应首选（　　）。"" 选项：A. 血管紧张素转换酶抑制剂，B. α受体阻滞剂，C. β受体阻滞剂，D. 利尿剂。

分析：糖尿病肾病的高血压患者，首选药物是血管紧张素转换酶抑制剂（ACEI）或血管紧张素II受体阻滞剂（ARB）。这类药物可以降低血压，同时减少蛋白尿，延缓肾脏疾病进展。这是标准临床指南。因此首选A。

答案：A"
细菌性肺炎最常见的病原体是（　　）。,"{'A': '链球菌', 'B': '葡萄球菌', 'C': '肺炎链球菌', 'D': '肺炎杆菌'}",C,C,True,"我们被问到：""细菌性肺炎最常见的病原体是（ ）。选项：A. 链球菌 B. 葡萄球菌 C. 肺炎链球菌 D. 肺炎杆菌""

我们需要选择最合适的答案。从医学知识来看，细菌性肺炎最常见的病原体是肺炎链球菌，即肺炎链球菌（Streptococcus pneumoniae）。肺炎链球菌是社区获得性肺炎最常见的细菌病原体。选项A链球菌太宽泛，通常链球菌属包括肺炎链球菌，但最常见的具体病原体是肺炎链球菌。选项B葡萄球菌（金黄色葡萄球菌）是肺炎的病原体，但不是最常见的。选项D肺炎杆菌通常指肺炎克雷伯菌，也不是最常见的。所以正确答案是C。"
女，35岁，药物流产后3天，高热伴右下腹痛1天，妇科检查：白带脓性，宫颈举痛，宫体大小如妊娠六周，右附件区有明显压痛。2．对诊断本病无价值的是（　　）。,"{'A': '后穹窿穿刺', 'B': '超声', 'C': '腹腔镜检', 'D': '尿hCG检测'}",D,D,True,"我们被问到：""医学问题：女，35岁，药物流产后3天，高热伴右下腹痛1天，妇科检查：白带脓性，宫颈举痛，宫体大小如妊娠六周，右附件区有明显压痛。2．对诊断本病无价值的是（　　）。""

选项：
A. 后穹窿穿刺
B. 超声
C. 腹腔镜检
D. 尿hCG检测

我们需要选择“对诊断本病无价值”的选项。首先分析病例：35岁女性，药物流产后3天，高热伴右下腹痛1天。妇科检查：白带脓性，宫颈举痛，宫体如妊娠6周大小，右附件区明显压痛。这提示可能为急性盆腔炎性疾病（PID），可能是药物流产后感染导致的盆腔炎，可能伴有输卵管卵巢脓肿或盆腔脓肿？症状包括高热、腹痛、脓性白带、宫颈举痛、附件压痛。需要鉴别其他情况如异位妊娠？但她是药物流产后，宫内妊娠已终止？尿hCG可能仍有阳性，因为流产后hCG下降需要时间。问题问“对本病诊断无价值的是”，这个“本病”指的是什么？根据临床表现，可能是急性盆腔炎，或者可能是流产后感染，如急性子宫内膜炎、输卵管炎、盆腔腹膜炎等。也可能需要排除不全流产伴有感染？宫体大小如妊娠6周，药物流产后3天，正常子宫应稍大，6周妊娠大小可能是子宫复旧不全或有残留？但关键是高热和腹痛，提示感染。

选项分析：
A. 后穹窿穿刺：如果盆腔有脓肿或积脓，后穹窿穿刺可抽出脓液，对诊断盆腔脓肿有价值。
B. 超声：可检查子宫内有无残留物，附件区有无包块、脓肿，盆腔积液等，对诊断盆腔炎性疾病及不全流产等有价值。
C. 腹腔镜检：是诊断盆腔炎性疾病的金标准，特别是在严重或有脓肿时，但临床通常不首选。对于诊断本病（急性盆腔炎），腹腔镜检是有价值的。
D. 尿hCG检测：药物流产后3天，尿hCG通常仍为阳性。hCG检测可以帮助判断是否存在不全流产、异位妊娠（如果流产失败）等。但本患者已经明确是药物流产后，主要问题是高热和腹痛，考虑感染。尿hCG检测对诊断急性盆腔炎本身无直接价值，主要用于排除妊娠相关疾病。问“对诊断本病无价值”，如果“本病”是指急性盆腔炎，那么尿hCG对其无直接诊断价值。如果本病是指“流产后感染”，那么尿hCG并非常规用于诊断感染。相比之下，后穹窿穿刺、超声、腹腔镜检查均可用于评估感染和脓肿。所以D可能无价值。

但需注意，流产后感染可能伴有不全流产，这时需要知道是否有残留，但尿hCG在流产后3天阳性无特异性，不能区分是完全流产还是不全流产，而且对感染无诊断价值。通常诊断盆腔炎不依赖于hCG。因此，无价值的应该是尿hCG检测。

但在鉴别诊断中，需要排除异位妊娠等，但患者有药物流产病史，我们知道她之前是宫内孕吗？题目未明确，但“药物流产后”暗示她做了药流，可能确认宫内孕。高热、腹痛，可能需排除其他急腹症。

根据临床思维，急性盆腔炎的诊断主要依据临床标准（CDC标准）：最低标准：宫颈举痛或子宫压痛或附件压痛。附加标准：体温>38.3℃，异常宫颈或阴道分泌物，血沉增快，C反应蛋白升高，实验室证实的宫颈淋病奈瑟菌或衣原体感染。特异标准：子宫内膜活检证实子宫内膜炎，阴道超声或MRI显示输卵管增粗、积液，伴或不伴盆腔积液、输卵管卵巢脓肿，腹腔镜检查发现盆腔炎性疾病征象。所以后穹窿穿刺(可抽脓)、超声(可看脓肿)、腹腔镜(金标准)都有诊断价值。尿hCG检测主要用于妊娠试验，虽然对于除外异位妊娠等重要，但对于“本病”（盆腔炎）本身的诊断无直接价值，只能用于鉴别诊断。在问题语境下，可能“本病”是急性盆腔炎，尿hCG无价值。或者“本病”指流产后感染，尿hCG也无价值。

然而，选项中有“尿hCG检测”。在许多临床考试题目中，针对盆腔炎的诊断，hCG检测是用来排除妊娠相关疾病的，不是诊断盆腔炎的手段。所以无价值的选D。

再确认：药物流产后3天，hCG可能还是阳性，所以测尿hCG对“本病”没有价值，反而可能误导？但临床上仍可能查血hCG或尿hCG排除不全流产或异位妊娠，但这是鉴别诊断，对“本病”诊断无价值。本病最可能是急性盆腔炎。所以D是正确答案。

因此，选择D。"
女性，35岁，持续性血压升高2个月，疑诊嗜铬细胞瘤，则下列检查中哪项检查的敏感性和特异性最高？（　　）,"{'A': '尿甲氧基肾上腺素和甲氧基去甲肾上腺素', 'B': '尿皮质醇', 'C': '尿17-酮类固醇', 'D': '尿17-羟类固醇'}",A,A,True,"我们被问到：“女性，35岁，持续性血压升高2个月，疑诊嗜铬细胞瘤，则下列检查中哪项检查的敏感性和特异性最高？（　　）”

选项：
A. 尿甲氧基肾上腺素和甲氧基去甲肾上腺素
B. 尿皮质醇
C. 尿17-酮类固醇
D. 尿17-羟类固醇

诊断嗜铬细胞瘤，需要检测儿茶酚胺及其代谢产物。目前，血浆游离甲氧基肾上腺素和甲氧基去甲肾上腺素（metanephrine和normetanephrine，简称MNs）或尿甲氧基肾上腺素和甲氧基去甲肾上腺素（尿MNs）是诊断嗜铬细胞瘤最敏感的指标。尿VMA（香草扁桃酸）敏感性和特异性较低。选项B是皮质醇，用于库欣综合征；C和D是17-酮和17-羟类固醇，用于肾上腺皮质疾病的筛查。因此，A是正确答案。

答案：A"
男，47岁，江苏人，因发热伴腹痛、腹泻20天人院，氨苄青霉素治疗无效。体检：体温39.2℃，四肢及躯干皮肤可见荨麻疹，腹股沟淋巴结轻度肿大，肝肋下4cm，质软，脾肋下1cm。血象：白细胞16.2×109/L.，嗜酸性粒细胞0.36；肝功ALT 100U/L。1．采集病史时应特别注意询问（　　）。,"{'A': '结核病史', 'B': '肝病史', 'C': '疫水接触史', 'D': '腹泻次数、性质'}",C,C,True,"我们被问到：""医学问题：男，47岁，江苏人，因发热伴腹痛、腹泻20天人院，氨苄青霉素治疗无效。体检：体温39.2℃，四肢及躯干皮肤可见荨麻疹，腹股沟淋巴结轻度肿大，肝肋下4cm，质软，脾肋下1cm。血象：白细胞16.2×109/L.，嗜酸性粒细胞0.36；肝功ALT 100U/L。1．采集病史时应特别注意询问（　　）。""

选项：
A. 结核病史
B. 肝病史
C. 疫水接触史
D. 腹泻次数、性质

这是一个典型的临床表现分析题。患者有发热、腹痛、腹泻，氨苄青霉素治疗无效。皮疹为荨麻疹，淋巴结肿大，肝脾肿大。血象白细胞升高，嗜酸性粒细胞明显升高（0.36即36%）。肝功能ALT升高。患者来自江苏。这些特征高度提示寄生虫感染，特别是血吸虫病。急性血吸虫病可有发热、荨麻疹、肝脾肿大、嗜酸性粒细胞增高。江苏是血吸虫病疫区。因此应询问疫水接触史。选项C正确。"
慢性骨髓炎患者，发现贫血，红细胞为正常细胞型，血清铁450μg/L，总铁结合力2000μg/L，骨髓细胞外铁（++），贫血症应诊断为（　　）。,"{'A': '营养性巨幼红细胞性贫血', 'B': '缺铁性贫血', 'C': '慢性感染性贫血', 'D': '铁粒幼红细胞性贫血'}",C,C,True,"我们被问到：""医学问题：慢性骨髓炎患者，发现贫血，红细胞为正常细胞型，血清铁450μg/L，总铁结合力2000μg/L，骨髓细胞外铁（++），贫血症应诊断为（　　）。""

选项：
A. 营养性巨幼红细胞性贫血
B. 缺铁性贫血
C. 慢性感染性贫血
D. 铁粒幼红细胞性贫血

我们需要根据提供的信息选择正确的诊断。

患者：慢性骨髓炎（慢性感染），贫血，红细胞为正细胞型（正常细胞性贫血）。血清铁450 μg/L（通常正常血清铁约为60-170 μg/dL，注意单位：这里是μg/L。通常血清铁正常值约为 60-170 μg/dL = 600-1700 μg/L。但让我们仔细核对单位：通常血清铁正常范围：男性 11-30 μmol/L，约 60-170 μg/dL。450 μg/L = 45 μg/dL，这是降低的？等等，总铁结合力（TIBC）2000 μg/L = 200 μg/dL（正常TIBC约250-450 μg/dL，即2500-4500 μg/L）。重新计算：正常血清铁：约60-170 μg/dL = 600-1700 μg/L。患者血清铁450 μg/L，低于正常。总铁结合力2000 μg/L，低于正常（正常约2500-4500 μg/L？实际上TIBC正常值：250-450 μg/dL = 2500-4500 μg/L）。骨髓细胞外铁（++），表示骨髓贮存铁增加。

慢性病贫血（慢性感染性贫血）的特征：正常细胞性或轻度小细胞性贫血，血清铁降低，总铁结合力降低或正常，骨髓铁正常或增加（铁利用障碍，网状内皮系统铁贮积）。缺铁性贫血：血清铁降低，TIBC升高，骨髓铁减少。巨幼红细胞性贫血：大细胞性贫血，血清铁正常或升高，骨髓铁可能增加等。铁粒幼红细胞性贫血：血清铁升高，TIBC降低，骨髓铁增加，环形铁粒幼细胞。

该患者：慢性骨髓炎（慢性病），贫血为正细胞型，血清铁降低（450 μg/L），TIBC降低（2000 μg/L），骨髓外铁增加（++）。这符合慢性病贫血（慢性感染性贫血）。选项C是慢性感染性贫血。

注意单位：如果血清铁450 μg/L，正常血清铁大约是600-1700 μg/L，所以是降低的。总铁结合力2000 μg/L，正常TIBC是2500-4500 μg/L，也降低。骨髓外铁（++）说明铁储备充足。这典型是慢性病贫血。因此答案选C。

确认：慢性感染性贫血也叫炎症性贫血，符合。所以答案是C。"
1．子宫肿瘤，镜下见形态一致的平滑肌细胞排列成栅栏状，核分裂少见（　　）。,"{'A': '平滑肌瘤', 'B': '脂肪肉瘤', 'C': '骨肉瘤', 'D': '平滑肌肉瘤'}",A,A,True,我们被要求只回答选项字母。题目描述：子宫肿瘤，镜下见形态一致的平滑肌细胞排列成栅栏状，核分裂少见。这是典型的子宫平滑肌瘤（良性）的病理特征。平滑肌肉瘤则通常细胞异型性明显、核分裂多见、常有坏死等。所以答案选A。
